﻿Assessment Instrument,Assessment Instrument Version,Item ID,Question Text,Section Name,Skip Pattern Trigger,Lookback Period,Item Uses,Item Subsets,Assessment Response Codes,Response Text,Copyright Indicator
OASIS,E-012023,GG0170SS1,Indicate the type of wheelchair or scooter used. - Admission,Section GG. Functional Abilities and Goals,N,0,QM,ROC|SOC,^|-|1|2,Blank (skip pattern)|Not assessed/no information|Manual|Motorized,N
OASIS,E-012023,GG0170SS3,Indicate the type of wheelchair or scooter used. - Discharge,Section GG. Functional Abilities and Goals,N,0,QM,DC,^|-|1|2,Blank (skip pattern)|Not assessed/no information|Manual|Motorized,N
OASIS,E-012023,J0510,"Pain Effect on Sleep. Ask patient: ""Over the past 5 days, how much of the time has pain made it hard for you to sleep at night?""",Section J. Health Conditions,Y,5,,DC|ROC|SOC,^|0|1|2|3|4|8,Blank (skip pattern)|Does not apply - I have not had any pain or hurting in the past 5 days|Rarely or not at all|Occasionally|Frequently|Almost constantly|Unable to answer,N
OASIS,E-012023,J0520,"Pain Interference with Therapy Activities. Ask patient: ""Over the past 5 days, how often have you limited your participation in rehabilitation therapy sessions due to pain?""",Section J. Health Conditions,N,5,,DC|ROC|SOC,^|0|1|2|3|4|8,Blank (skip pattern)|Does not apply - I have not received rehabilitation therapy in the past 5 days|Rarely or not at all|Occasionally|Frequently|Almost constantly|Unable to answer,N
OASIS,E-012023,J0530,"Pain Interference with Day-to-Day Activities. Ask patient: ""Over the past 5 days, how often have you limited your day-to-day activities (excluding rehabilitation therapy sessions) because of pain?""",Section J. Health Conditions,N,5,,DC|ROC|SOC,^|1|2|3|4|8,Blank (skip pattern)|Rarely or not at all|Occasionally|Frequently|Almost constantly|Unable to answer,N
OASIS,E-012023,J1800,"Has the patient had any falls since SOC/ROC, whichever is more recent?",Section J. Health Conditions,Y,0,QM,DAH|DC|TRN, -|0|1,Not assessed/no information|No|Yes,N
OASIS,E-012023,J1900,"Number of Falls Since SOC/ROC, whichever is most recent",Section J. Health Conditions,N,0,,DAH|DC|TRN,,,N
OASIS,E-012023,J1900A,No injury: No evidence of any injury is noted on physical assessment by the nurse or primary care clinician; no complaints of pain or injury by the patient; no change in the patient's behavior is noted after the fall.,Section J. Health Conditions,N,0,,DAH|DC|TRN,^|-|0|1|2,Blank (skip pattern)|Not assessed/no information|None|One|Two or more,N
OASIS,E-012023,J1900B,"Injury (except major): skin tears, abrasions, lacerations, superficial bruises, hematomas and sprains; or any fall-related injury that causes the patient to complain of pain",Section J. Health Conditions,N,0,,DAH|DC|TRN,^|-|0|1|2,Blank (skip pattern)|Not assessed/no information|None|One|Two or more,N
OASIS,E-012023,J1900C,"Major injury: Bone fractures, joint dislocations, closed head injuries with altered consciousness, subdural hematoma",Section J. Health Conditions,N,0,QM,DAH|DC|TRN,^|-|0|1|2,Blank (skip pattern)|Not assessed/no information|None|One|Two or more,N
OASIS,E-012023,K0520,Nutritional Approaches,Section K. Swallowing/Nutritional Status,N,0,,DC|ROC|SOC,,,N
OASIS,E-012023,K0520_1,Check all of the following nutritional approaches that apply on {admission},Section K. Swallowing/Nutritional Status,N,0,,ROC|SOC, -|A|B|C|D|Z,"Not assessed/no information|Parenteral/IV feeding|Feeding tube (e.g., nasogastric or abdominal (PEG))|Mechanically altered diet - require change in texture of food or liquids (e.g., pureed food, thickened liquids)|Therapeutic diet (e.g., low salt, diabetic, low cholesterol)|None of the above",N
OASIS,E-012023,K0520_4,Check all of the nutritional approaches that were received in the last 7 days,Section K. Swallowing/Nutritional Status,N,7,,DC, -|A|B|C|D|Z,"Not assessed/no information|Parenteral/IV feeding|Feeding tube (e.g., nasogastric or abdominal (PEG))|Mechanically altered diet - require change in texture of food or liquids (e.g., pureed food, thickened liquids)|Therapeutic diet (e.g., low salt, diabetic, low cholesterol)|None of the above",N
OASIS,E-012023,K0520_5,Check all of the nutritional approaches that were being received at discharge,Section K. Swallowing/Nutritional Status,N,0,,DC, -|A|B|C|D|Z,"Not assessed/no information|Parenteral/IV feeding|Feeding tube (e.g., nasogastric or abdominal (PEG))|Mechanically altered diet - require change in texture of food or liquids (e.g., pureed food, thickened liquids)|Therapeutic diet (e.g., low salt, diabetic, low cholesterol)|None of the above",N
OASIS,E-012023,M0010,CMS Certification Number (CCN),Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text,Blank (not available or unknown)|CMS Certification Number (CCN),N
OASIS,E-012023,M0014,Branch State,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|AK|AL|AR|AS|AZ|CA|CO|CT|DC|DE|FL|GA|GU|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MP|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PR|RI|SC|SD|TN|TX|UT|VA|VI|VT|WA|WI|WV|WY,Blank (not available or unknown)|Alaska|Alabama|Arkansas|American Samoa|Arizona|California|Colorado|Connecticut|District of Columbia|Delaware|Florida|Georgia|Guam|Hawaii|Iowa|Idaho|Illinois|Indiana|Kansas|Kentucky|Louisiana|Massachusetts|Maryland|Maine|Michigan|Minnesota|Missouri|Saipan (Northern Mariana Islands)|Mississippi|Montana|North Carolina|North Dakota|Nebraska|New Hampshire|New Jersey|New Mexico|Nevada|New York|Ohio|Oklahoma|Oregon|Pennsylvania|Puerto Rico|Rhode Island|South Carolina|South Dakota|Tennessee|Texas|Utah|Virginia|Virgin Islands|Vermont|Washington|Wisconsin|West Virginia|Wyoming,N
OASIS,E-012023,M0016,Branch ID Number,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,N|P|Text,Assessment was performed by an HHA which has no branches or by a subunit which has no branches|Assessment was performed by the home office of an HHA which has branches or by the home office of a subunit which has branches|Assessment was performed by an HHA branch -- enter standard branch ID,N
OASIS,E-012023,M0018,National Provider Identifier (NPI) for the attending physician who has signed the plan of care,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text|UK,Blank (not available or unknown)|National Provider Identifier (NPI)|Unknown or Not Available,N
OASIS,E-012023,M0020,Patient ID Number,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text,"Blank (not available or unknown)|Agency's {patient/resident/person} identifying number, medical record number, or other ID for the {patient/resident/person}",N
OASIS,E-012023,M0030,Start of Care Date,Section A. Administrative Information ,N,0,HH PPS Grouper|QM,SOC,MMDDYYYY,Start of care date,N
OASIS,E-012023,M0032,Resumption of Care Date,Section A. Administrative Information ,N,0,QM,SOC,^|MMDDYYYY,Blank (no resumption of care date)|Resumption of care date,N
OASIS,E-012023,M0040,Patient Name,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,,,N
OASIS,E-012023,M0040_A,First name.,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,Text,{Patient/Resident/Person} First name,N
OASIS,E-012023,M0040_B,Middle initial,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text,Blank (not available or unknown)|{Patient/Resident/Person} Middle initial,N
OASIS,E-012023,M0040_C,Last name,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,Text,{Patient/Resident/Person} Last name,N
OASIS,E-012023,M0040_D,Suffix,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text,Blank (not available or unknown)|{Patient/Resident/Person} Suffix,N
OASIS,E-012023,M0050,Patient State of Residence,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,AK|AL|AR|AS|AZ|CA|CO|CT|DC|DE|FL|FM|GA|GU|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MH|MI|MN|MO|MP|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|PR|PW|RI|SC|SD|TN|TX|UT|VA|VI|VT|WA|WI|WV|WY,Alaska|Alabama|Arkansas|American Samoa|Arizona|California|Colorado|Connecticut|District of Columbia|Delaware|Florida|Federated States of Micronesia|Georgia|Guam|Hawaii|Iowa|Idaho|Illinois|Indiana|Kansas|Kentucky|Louisiana|Massachusetts|Maryland|Maine|Marshall Islands|Michigan|Minnesota|Missouri|Saipan (Northern Mariana Islands)|Mississippi|Montana|North Carolina|North Dakota|Nebraska|New Hampshire|New Jersey|New Mexico|Nevada|New York|Ohio|Oklahoma|Oregon|Pennsylvania|Puerto Rico|Palau|Rhode Island|South Carolina|South Dakota|Tennessee|Texas|Utah|Virginia|Virgin Islands|Vermont|Washington|Wisconsin|West Virginia|Wyoming,N
OASIS,E-012023,M0060,Patient ZIP Code,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,Text,{Patient/Resident/Person} Zip Code,N
OASIS,E-012023,M0063,Medicare Number,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|NA|Text,Blank (not available or unknown)|No Medicare|{Patient/Resident/Person} Medicare number or Medicare Beneficiary Identifier (MBI),N
OASIS,E-012023,M0064,Social Security Number,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|Text|UK,Blank (not available or unknown)|{Patient/Resident/Person} Social security number|Unknown or Not Available,N
OASIS,E-012023,M0065,Medicaid Number,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,^|NA|Text,Blank (not available or unknown)|No Medicaid|{Patient/Resident/Person} Medicaid number,N
OASIS,E-012023,M0066,Birth Date,Section A. Administrative Information ,N,0,QM,DAH|DC|FU|ROC|SOC|TRN,MMDDYYYY|MMYYYY|YYYY,{Patient/Resident/Person} Birth date|{Patient/Resident/Person} Birth date (if day of month is unknown)|{Patient/Resident/Person} Birth date (if month and day unknown),N
OASIS,E-012023,M0069,Gender,Section A. Administrative Information ,N,0,QM,DAH|DC|FU|ROC|SOC|TRN,1|2,Male|Female,N
OASIS,E-012023,M0080,Discipline of Person Completing Assessment,Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,01|02|03|04,RN|PT|SLP/ST|OT,N
OASIS,E-012023,M0090,Date Assessment Completed,Section A. Administrative Information ,N,0,HH PPS Grouper|QM,DAH|DC|FU|ROC|SOC|TRN,MMDDYYYY,Date assessment completed,N
OASIS,E-012023,M0100,This Assessment is Currently Being Completed for the Following Reason,Section A. Administrative Information ,N,0,HH PPS Grouper|QM,DAH|DC|FU|ROC|SOC|TRN,01|03|04|05|06|07|08|09,Start of care - further visits planned|Resumption of care (after inpatient stay)|Recertification (follow-up) reassessment|Other follow-up|Transferred to an inpatient facility - {patient/resident/person} not discharged from agency|Transferred to an inpatient facility - {patient/resident/person} discharged from agency|Death at home|Discharge from agency,N
OASIS,E-012023,M0102,"Date of Physician-ordered Start of Care (Resumption of Care): If the physician indicated a specific start of care (resumption of care) date when the patient was referred for home health services, record the date specified.",Section A. Administrative Information ,Y,0,QM,ROC|SOC,^|MMDDYYYY|NA,Blank (not available or unknown)|Physician ordered SOC/ROC date|No specific SOC date ordered by physician,N
OASIS,E-012023,M0104,Date of Referral. Indicate the date that the written or verbal referral for initiation or resumption of care was received by the HHA.,Section A. Administrative Information ,N,0,QM,ROC|SOC,^|MMDDYYYY,Blank (not available or unknown)|Physician date of referral,N
OASIS,E-012023,M0110,"Episode Timing: Is the Medicare home health payment episode for which this assessment will define a case mix group an ""early"" episode or a ""later"" episode in the patient's current sequence of adjacent Medicare home health payment episodes?",Section A. Administrative Information ,N,0,HH PPS Grouper|QM,FU|ROC|SOC,01|02|NA|UK,Early|Later|Not applicable: No Medicare case mix group to be defined by this assessment.|Unknown,N
OASIS,E-012023,M0150,Current Payment Sources for Home Care. Check all that apply,Section A. Administrative Information ,N,0,QM,DAH|DC|FU|ROC|SOC|TRN,00|01|02|03|04|05|06|07|08|09|10|11|UK,"None; no charge for current services|Medicare (traditional fee-for-service)|Medicare (HMO/managed care/Advantage plan)|Medicaid (traditional fee-for-service)|Medicaid (HMO/managed care)|Workers' compensation|Title programs (for example, Title III, V, or XX)|Other government (for example, TriCare, VA)|Private insurance|Private HMO/managed care|Self-pay|Other (specify)|Unknown",N
OASIS,E-012023,M0150_specify,Current Payment Source - Other (specify),Section A. Administrative Information ,N,0,,DAH|DC|FU|ROC|SOC|TRN,,,N
OASIS,E-012023,M0906,"Discharge/Transfer/Death Date: Enter the date of the discharge, transfer, or death (at home) of the patient.",Section A. Administrative Information ,N,0,QM,DAH|DC|TRN,^|MMDDYYYY,"Blank (skip pattern)|Discharge, transfer, death date",N
OASIS,E-012023,M1000,From which of the following Inpatient Facilities was the patient discharged within the past 14 days? Check all that apply,Section A. Administrative Information ,Y,14,QM,ROC|SOC,1|2|3|4|5|6|7|NA,Long-term nursing facility (NF)|Skilled nursing facility (SNF/TCU)|Short-stay acute hospital (IPPS)|Long-term care hospital (LTCH)|Inpatient rehabilitation hospital or unit (IRF)|Psychiatric hospital or unit|Other (specify)|{Patient/Resident/Person} was not discharged from an inpatient facility,N
OASIS,E-012023,M1000_specify,Discharge Facility- Other (specify),Section A. Administrative Information ,N,0,,ROC|SOC,,,N
OASIS,E-012023,M1005,Inpatient Discharge Date (most recent),Section A. Administrative Information ,N,0,QM,ROC|SOC,^|MMDDYYYY-|UK,Blank (not available or unknown)|Discharge date|Unknown,N
OASIS,E-012023,M1021,Primary Diagnosis.  (Sequencing of diagnoses should reflect the seriousness of each condition and support the disciplines and services provided),Section I. Active Diagnoses,N,0,,ROC|SOC,,,N
OASIS,E-012023,M1021_A2_ICD,Primary Diagnosis,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,ICD,ICD-10 diagnosis code,N
OASIS,E-012023,M1021_A2_SEV,Primary Symptom Control Rating,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1023,Other Diagnoses. (Sequencing of diagnoses should reflect the seriousness of each condition and support the disciplines and services provided),Section I. Active Diagnoses,N,0,,ROC|SOC,,,N
OASIS,E-012023,M1023_B2_ICD,Other Diagnosis b.,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,^|ICD,Blank (no diagnosis code)|ICD-10 diagnosis code,N
OASIS,E-012023,M1023_B2_SEV,Symptom Control Rating b.,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1023_C2_ICD,Other Diagnosis c.,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,^|ICD,Blank (no diagnosis code)|ICD-10 diagnosis code,N
OASIS,E-012023,M1023_C2_SEV,Symptom Control Rating c.,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1023_D2_ICD,Other Diagnosis d.,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,^|ICD,Blank (no diagnosis code)|ICD-10 diagnosis code,N
OASIS,E-012023,M1023_D2_SEV,Symptom Control Rating d.,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1023_E2_ICD,Other Diagnosis e.,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,^|ICD,Blank (no diagnosis code)|ICD-10 diagnosis code,N
OASIS,E-012023,M1023_E2_SEV,Symptom Control Rating e.,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1023_F2_ICD,Other Diagnosis f.,Section I. Active Diagnoses,N,0,HH PPS Grouper|QM,ROC|SOC,^|ICD,Blank (no diagnosis code)|ICD-10 diagnosis code,N
OASIS,E-012023,M1023_F2_SEV,Symptom Control Rating f.,Section I. Active Diagnoses,N,0,QM,ROC|SOC,^|00|01|02|03|04,"No severity rating|Asymptomatic, no treatment needed at this time|Symptoms well controlled with current therapy|Symptoms controlled with difficulty, affecting daily functioning; {patient/resident/person} needs ongoing monitoring|Symptoms poorly controlled: {patient/resident/person} needs frequent adjustment in treatment and dose monitoring|Symptoms poorly controlled: history of re-hospitalizations",N
OASIS,E-012023,M1028,Active Diagnoses - Comorbidities and Co-existing Conditions: Check all that apply. See OASIS Guidance Manual for a complete list of relevant ICD-10 codes.,Section I. Active Diagnoses,N,0,QM,ROC|SOC, -|1|2|3,Not assessed/no information|Peripheral Vascular Disease (PVD) or Peripheral Arterial Disease (PAD)|Diabetes Mellitus (DM)|None of the above,N
OASIS,E-012023,M1033,Risk for Hospitalization: Which of the following signs or symptoms characterize this patient as at risk for hospitalization? Check all that apply,Section J. Health Conditions,N,0,PDGM|QM,FU|ROC|SOC,01|02|03|04|05|06|07|08|09|10,"History of falls (2 or more falls - or any fall with an injury - in the past 12 months)|Unintentional weight loss of a total of 10 pounds or more in the past 12 months|Multiple hospitalizations (2 or more) in the past 6 months|Multiple emergency department visits (2 or more) in the past 6 months|Decline in mental, emotional, or behavioral status in the past 3 months|Reported or observed history of difficulty complying with any medical instructions (for example, medications, diet, exercise) in the past 3 months|Currently taking 5 or more medications|Currently reports exhaustion|Other risk(s) not listed in 1 - 8|None of the above",N
OASIS,E-012023,M1041,Influenza Vaccine Data Collection Period: Does this episode of care (SOC/ROC to Transfer/Discharge) include any dates on or between October 1 and March 31?,"Section O. Special Treatments, Procedures, and Programs",Y,0,QM,DC|TRN,0|1,No|Yes,N
OASIS,E-012023,M1046,Influenza Vaccine Received: Did the patient receive the influenza vaccine for this year's flu season?,"Section O. Special Treatments, Procedures, and Programs",N,0,QM,DC|TRN,^|01|02|03|04|05|06|07|08,"Blank (skip pattern)|Yes; received from your agency during this episode of care (SOC/ROC to Transfer/Discharge)|Yes; received from your agency during a prior episode of care (SOC/ROC to Transfer/Discharge)|Yes; received from another health care provider (for example, physician, pharmacist)|No; {patient/resident/person} offered and declined|No; {patient/resident/person} assessed and determined to have medical contraindication(s)|No; not indicated - {patient/resident/person} does not meet age/condition guidelines for influenza vaccine|No; inability to obtain vaccine due to declared shortage|No; {patient/resident/person} did not receive the vaccine due to reasons other than those listed in responses 4 - 7",N
OASIS,E-012023,M1060,"Height and Weight. While measuring, if the number is X.1-X.4 round down, X.5 or greater round up",Section K. Swallowing/Nutritional Status,N,0,,ROC|SOC,,,N
OASIS,E-012023,M1060_A,Height (in inches). Record most recent height measure since the most recent SOC/ROC,Section K. Swallowing/Nutritional Status,N,0,QM,ROC|SOC, -|50|80,Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1060_B,"Weight (in pounds). Base weight on most recent measure in last 30 days; measure weight consistently, according to standard agency practice (for example, in a.m. after voiding, before meal, with shoes off, etc.)",Section K. Swallowing/Nutritional Status,N,0,QM,ROC|SOC, -|065|440,Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1100,Patient Living Situation: Which of the following best describes the patient's residential circumstance and availability of assistance? (Check one box only.),Section F. Preferences for Customary Routine and Activities,N,0,QM,ROC|SOC,01|02|03|04|05|06|07|08|09|10|11|12|13|14|15,"{Patient/Resident/Person} lives alone, around the clock assistance available.|{Patient/Resident/Person} lives alone, regular daytime assistance available.|{Patient/Resident/Person} lives alone, regular nighttime assistance available.|{Patient/Resident/Person} lives alone, occasional / short-term assistance available.|{Patient/Resident/Person} lives alone, no assistance available.|{Patient/Resident/Person} lives with other person(s) in the home, around the clock assistance available.|{Patient/Resident/Person} lives with other person(s) in the home, regular daytime assistance available.|{Patient/Resident/Person} lives with other person(s) in the home, regular nighttime assistance available.|{Patient/Resident/Person} lives with other person(s) in the home, occasional/short-term assistance available.|{Patient/Resident/Person} lives with other person(s) in the home, no assistance available.|{Patient/Resident/Person} lives in congregate situation (for example, assisted living, residential care home), around the clock assistance available.|{Patient/Resident/Person} lives in congregate situation (for example, assisted living, residential care home), regular daytime assistance available.|{Patient/Resident/Person} lives in congregate situation (for example, assisted living, residential care home), regular nighttime assistance available.|{Patient/Resident/Person} lives in congregate situation (for example, assisted living, residential care home), occasional / short-term assistance available.|{Patient/Resident/Person} lives in congregate situation (for example, assisted living, residential care home), no assistance available.",N
OASIS,E-012023,M1306,Does this patient have at least one Unhealed Pressure Ulcer/Injury at Stage 2 or Higher or designated as Unstageable? (Excludes Stage 1 pressure injuries and all healed pressure ulcers/injuries),Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|FU|ROC|SOC,0|1,No|Yes,N
OASIS,E-012023,M1307,The Oldest Stage 2 Pressure Ulcer that is present at discharge: (Excludes healed Stage 2 Pressure Ulcers),Section M. Skin Conditions,N,0,QM,DC,^|01|02|NA,Blank (skip pattern)|Was present at the most recent SOC/ROC assessment|Developed since the most recent SOC/ROC assessment|No Stage 2 pressure ulcers are present at discharge,N
OASIS,E-012023,M1307_DT,Record date pressure ulcer first identified,Section M. Skin Conditions,N,0,QM,DC,^|MMDDYYYY,Blank (skip pattern)|Date of oldest Stage 2 pressure ulcer,N
OASIS,E-012023,M1311,Current Number of Unhealed Pressure Ulcers/Injuries at Each Stage - Admission,Section M. Skin Conditions,N,0,,DC|ROC|SOC,,,N
OASIS,E-012023,M1311_A1,Number of Stage 2 pressure ulcers,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_A2,Number of these Stage 2 pressure ulcers that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_B1,Number of Stage 3 pressure ulcers,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_B2,Number of these Stage 3 pressure ulcers that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_C1,Number of Stage 4 pressure ulcers,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_C2,Number of these Stage 4 pressure ulcers that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_D1,Number of unstageable pressure ulcers/injuries due to non-removable dressing/device,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_D2,Number of these unstageable pressure ulcers/injuries that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_E1,Number of unstageable pressure ulcers due to coverage of wound bed by slough and/or eschar,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_E2,Number of these unstageable pressure ulcers that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_F1,Number of unstageable pressure injuries presenting as deep tissue injury,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1311_F2,Number of these unstageable pressure injuries that were present at most recent SOC/ROC - enter how many were noted at the time of most recent SOC/ROC,Section M. Skin Conditions,N,0,QM,DC,^|-|00|99,Blank (skip pattern)|Not assessed/no information|Minimum value|Maximum value,N
OASIS,E-012023,M1322,Current Number of Stage 1 Pressure Injuries. Intact skin with non-blanchable redness of a localized area usually over a bony prominence. Darkly pigmented skin may not have a visible blanching; in dark skin tones only it may appear with persistent blue or purple hues.,Section M. Skin Conditions,N,0,HH PPS Grouper|QM,ROC|SOC,00|01|02|03|04,0|1|2|3|4 or more,N
OASIS,E-012023,M1324,"Stage of Most Problematic Unhealed Pressure Ulcer/Injury that is Stageable. Excludes pressure ulcer/injury that cannot be staged due to a non-removable dressing/device, coverage of wound bed by slough and/or eschar, or deep tissue injury.",Section M. Skin Conditions,N,0,HH PPS Grouper|QM,DC|ROC|SOC,01|02|03|04|NA,Stage 1|Stage 2|Stage 3|Stage 4|{Patient/Resident/Person} has no pressure ulcers/injuries or no stageable pressure ulcers/injuries,N
OASIS,E-012023,M1330,Does this patient have a Stasis Ulcer?,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,00|01|02|03,"No|Yes, {patient/resident/person} has BOTH observable and unobservable stasis ulcers.|Yes, {patient/resident/person} has observable stasis ulcers ONLY.|Yes, {patient/resident/person} has unobservable stasis ulcers ONLY (known but not observable due to non-removable dressing/device)",N
OASIS,E-012023,M1332,Current Number of Stasis Ulcer(s) that are Observable,Section M. Skin Conditions,N,0,HH PPS Grouper|QM,ROC|SOC,^|01|02|03|04,Blank (skip pattern)|One|Two|Three|Four or more,N
OASIS,E-012023,M1334,Status of Most Problematic Stasis Ulcer that is Observable,Section M. Skin Conditions,N,0,HH PPS Grouper|QM,DC|ROC|SOC,^|01|02|03,Blank (skip pattern)|Fully granulating|Early/partial granulation|Not healing,N
OASIS,E-012023,M1340,Does this patient have a Surgical Wound?,Section M. Skin Conditions,Y,0,HH PPS Grouper|QM,DC|ROC|SOC,00|01|02,"No|Yes, {patient/resident/person} has at least one observable surgical wound|Surgical wound known but not observable due to non-removable dressing/device",N
OASIS,E-012023,M1342,Status of Most Problematic Surgical Wound that is Observable,Section M. Skin Conditions,N,0,HH PPS Grouper|QM,DC|ROC|SOC,^|00|01|02|03,Blank (skip pattern)|Newly epithelialized|Fully granulating|Early/partial granulation|Not healing,N
